Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cerebellum	135/14879	1.3599231115758353E-9	1.9103681805470067E-8	0	0	5.2007596310363535	106.17786441082443	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;C11ORF87;SLC15A2;TSPYL1;UNC5A;SLC6A17;LMO4;HPCAL4;RUNDC3A;GABRG2;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;SCN8A;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;CPLX2;NDRG2;ACTR3B;EPB49;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;PLXNA4;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM4;LRRTM1;BAI2;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;MPPED1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;CAMK2N2;KIAA1324;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;GAD1;KIAA1045;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1;CDK5R1
Pineal gland	72/5881	1.5363590615629946E-7	2.060117832550379E-6	0	0	2.41814425890859	37.93749214775674	RAB3A;GDI1;FAM57B;CTNND2;ABAT;ENO2;CNDP2;SCAMP5;RIMS2;BAI2;SH3BGRL2;PIP4K2C;SULT4A1;ZNF365;TSPYL1;SLC6A17;LMO4;PDE4D;KCNAB2;DUSP8;HPCAL4;RUNDC3A;GABRG2;DNM1;SYN1;MAPK8IP1;DKK3;CACNB2;OLFM1;SLC9A6;MPPED1;MAP7D1;EEF1A2;KCNMA1;MAPRE3;PLCB1;ABCG4;INA;TSPYL4;VAMP2;GPM6A;RTN1;NDRG3;RABGAP1;PCDH10;DCTN1;STXBP1;NDRG2;EPB49;PHYHIP;KIAA0513;SV2B;MAP2;CAMK2N2;TSPAN7;CTNNA2;SNCB;CA11;IQSEC2;RHBDD2;KCNB1;SMARCA2;CORO2B;SNAP91;DLG1;NECAP1;PPP2R2C;LYRM5;PPP1R1B;SPATS2L;RLTPR;EBAG9
Spinal cord	109/11398	2.112859576720444E-6	2.7099720657936127E-5	0	0	2.3633701580552495	30.883264570427713	RAB3A;CRTC1;CTNND2;ABAT;FAIM2;ENO2;CNDP2;SCAMP5;PIP4K2C;BSN;ANKS1B;SLC15A2;TSPYL1;LMO4;HPCAL4;RUNDC3A;GABRG2;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;OLFM1;SLC9A6;SCN8A;MAP7D1;HECW1;EEF1A2;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;CPLX2;NDRG2;ACTR3B;EPB49;CPLX1;KLC2;MAP2;VPS8;CASKIN1;TSPAN7;PLXNA4;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GDI1;DIRAS1;NUDCD3;LRRTM4;BAI2;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DNM1;SYN1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;SV2B;CAMK2N2;CTNNA2;SNCB;CA11;AGK;GAD1;KIAA1045;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1;CDK5R1
Eye	62/5536	5.069091840916485E-5	6.230758721126513E-4	0	0	1.9865171943644901	19.64618581205487	RAB3A;GDI1;CRTC1;FAM57B;DIRAS1;ABAT;FAIM2;ENO2;CNDP2;SCAMP5;NUDCD3;SH3BGRL2;YWHAG;DLGAP4;SLC15A2;LMO4;KCNAB2;GABRG2;DNM1;RNF41;MAPK8IP1;DKK3;KIAA1217;OLFM1;SLC9A6;MAP7D1;EEF1A2;MAPRE3;INA;VAMP2;GPM6A;RTN1;NDRG3;DCTN1;STXBP1;NDRG2;EPB49;CPLX1;PHYHIP;MLLT6;KIAA0513;KLC2;NEURL;SV2B;MAP2;CASKIN1;TSPAN7;CTNNA2;SNCB;CADM3;RHBDD2;KCNB1;SMARCA2;CORO2B;TUBB4A;GRIN1;GNAO1;DLG1;NECAP1;PPP1R1B;SPATS2L;EBAG9
Ganglion	10/323	1.1944993331626626E-4	0.001409509213131942	0	0	4.659529826903819	42.08773081807785	GRM5;MAP2;SCN8A;GAD1;PPP1R1B;ENO2;SNCB;SYN1;GRIN1;KCNK4
Hippocampus	103/11325	1.5475492423783872E-4	0.001755873178852401	0	0	1.9328366318772794	16.95806657060716	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;ENO2;CNDP2;RIMS2;FAM19A2;FAM19A1;PIP4K2C;ANKS1B;C11ORF87;RBFOX1;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;SLC9A6;HECW1;EEF1A2;ABCG4;TSPYL4;RTN1;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;ANKRD34A;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;RALYL;DLG1;PPP1R1B;SPATS2L;CNIH2;DPP10;GABRB1;GDI1;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;MAPRE3;PLCB1;VSTM2A;INA;DCTN1;MLLT6;KIAA0513;ZNRF3;SV2B;KIAA1324;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;GAD1;HTR5A;TUBB4A;GRIN1;PPP2R2C;RAB15;EBAG9
Adrenal gland	132/16140	2.1138424048103004E-4	0.0023095685534038467	0	0	2.6441779110444776	22.374591999802917	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;PIP4K2C;BSN;ANKS1B;RBFOX1;TSPYL1;UNC5A;SLC6A17;LMO4;HPCAL4;RUNDC3A;GABRG2;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;CPLX2;NDRG2;ACTR3B;EPB49;CPLX1;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;PLXNA4;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;BAI2;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;CAMK2N2;KIAA1324;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;GAD1;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;KCNK4;HCN1;CDK5R1
Lens epithelium	3/18	2.7553258532708963E-4	0.002902932595410409	0	0	28.143262411347518	230.68482446169057	KCNB1;KCNMA1;KCNAB2
Lateral ventricle	104/11697	4.1678356490868905E-4	0.004239694884415975	0	0	1.8531700163892004	14.42311753327257	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;ANKS1B;C11ORF87;RBFOX1;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;EPB49;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;ANKRD34A;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;RALYL;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;GABRB1;GDI1;KCNC2;SLC35F1;GRM5;NUDCD3;LRRTM1;SH3BGRL2;SULT4A1;YWHAG;ANKRD6;PDE4D;KCNAB2;DNM1;ANO3;MAPRE3;PLCB1;VSTM2A;INA;DCTN1;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;KIAA1324;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;GAD1;KIAA1045;HTR5A;TUBB4A;GRIN1;PPP2R2C;RAB15;EBAG9;HCN1
Medial mammillary nucleus	2/6	7.577126485891882E-4	0.0072104913333487265	0	0	69.90140845070422	502.2560428789858	EPB49;SULT4A1
Stratum lucidum	2/6	7.577126485891882E-4	0.0072104913333487265	0	0	69.90140845070422	502.2560428789858	PLXNA4;SYN1
Colon	134/16859	0.0012389672670381725	0.011421729493008152	0	0	2.508544095665172	16.79088244748569	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;C11ORF87;RBFOX1;SLC15A2;TSPYL1;SLC6A17;LMO4;HPCAL4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;SCN8A;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;CPLX2;NDRG2;ACTR3B;EPB49;CPLX1;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;PLXNA4;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;BAI2;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;MPPED1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;CAMK2N2;KIAA1324;SLIT1;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;KIAA1045;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1;CDK5R1
Myometrium	2/9	0.0017928880416393435	0.016027332493442615	0	0	39.93762575452716	252.56265092110817	GNAO1;KCNMA1
Peripheral nervous system	6/186	0.0023055328630472755	0.020003888076439595	0	0	4.752657004830918	28.86024090965108	RTN1;ABLIM2;LYRM5;CTNNA2;DNM1;DLGAP4
non-neuronal cell	3/39	0.0027632394260741124	0.02329016087691038	0	0	11.713947990543735	69.01098603032439	MAP2;SYN1;VAMP2
Spike	4/86	0.003466447899116152	0.028405614728868468	0	0	6.8898954703832755	39.02867322991511	GRM5;SCN8A;GAD1;GABRG2
Testis	136/17517	0.004968815088143419	0.0396162284054678	0	0	2.4207467924745414	12.841030205809762	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;C11ORF87;RBFOX1;SLC15A2;TSPYL1;SLC6A17;LMO4;HPCAL4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;SCN8A;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;CPLX2;NDRG2;ACTR3B;EPB49;CPLX1;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;PLXNA4;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;BAI2;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;MPPED1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;CAMK2N2;KIAA1324;SLIT1;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;GAD1;KIAA1045;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1;CDK5R1
Fhm	2/17	0.006522344646023044	0.04979486174152743	0	0	18.630046948356807	93.75610919425641	CACNB1;GABRB1
EB-1 cell	3/53	0.006583049518371424	0.04979486174152743	0	0	8.428085106382978	42.336439094797726	DCTN1;MAPRE3;KCNAB2
Auditory vesicle	2/18	0.007303199171774846	0.05386109389183949	0	0	17.464788732394368	85.91702890574375	LRRTM4;LRRTM1
SF-9 cell	2/21	0.009883677815701666	0.07111426721053637	0	0	14.704966641957006	67.890927985844	GNAO1;PLCB1
Internode	2/23	0.01179625079604133	0.08285461868648077	0	0	13.303152246814218	59.06564380345006	CADM3;CADM4
Spinal ganglion	37/3623	0.014490243935448767	0.0994098130455206	0	0	1.5688998233003737	6.643160654380802	DPP10;RTN1;NDRG3;RABGAP1;GDI1;PCDH10;FAM57B;STXBP1;ENO2;NDRG2;EPB49;PHYHIP;CNDP2;KIAA0513;CAMK2N2;TSPAN7;PIP4K2C;SULT4A1;CADM3;TSPYL1;SLC6A17;IQSEC2;KCNAB2;KIAA1045;HPCAL4;DNM1;SYN1;MAPK8IP1;DKK3;MPPED1;MAP7D1;EEF1A2;SPATS2L;MAPRE3;RLTPR;EBAG9;VAMP2
Pancreas	126/16051	0.014883212664813128	0.0997851758209062	0	0	1.727912087912088	7.2702270318947715	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;C11ORF87;RBFOX1;SLC15A2;TSPYL1;SLC6A17;LMO4;HPCAL4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;RTN1;NDRG3;PCDH10;STXBP1;CPLX2;NDRG2;ACTR3B;EPB49;CPLX1;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;PLXNA4;ANKRD34A;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;KCNC2;DIRAS1;GRM5;NUDCD3;LRRTM1;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;MPPED1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;CAMK2N2;KIAA1324;SLIT1;ASPDH;CTNNA2;SNCB;CA11;AGK;KIAA1045;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1
Schwann cell	3/75	0.01692567078441774	0.11095717514229407	0	0	5.846335697399527	23.846757983848356	CADM3;CADM4;ENO2
Gut	69/7807	0.01829339187135591	0.11435243720860103	0	0	1.440754716981132	5.76476993854872	CHRM3;RAB3A;GDI1;CRTC1;DIRAS1;ABAT;ENO2;CNDP2;RIMS2;NUDCD3;SH3BGRL2;PIP4K2C;BSN;YWHAG;ANKS1B;DLGAP4;RBFOX1;TSPYL1;LMO4;PDE4D;KCNAB2;DNM1;SYN1;DKK3;KIAA1217;OLFM1;MAP7D1;HECW1;EEF1A2;MAPRE3;ABCG4;INA;TSPYL4;VAMP2;RTN1;NDRG3;RABGAP1;DCTN1;STXBP1;CEND1;NDRG2;ACTR3B;MLLT6;KLC2;MAP2;VPS8;TSPAN7;KIAA1324;SLIT1;CTNNA2;SNCB;PLXNA4;CADM3;CADM4;IQSEC2;RHBDD2;AGK;HOOK3;SMARCA2;TUBB4A;SNAP91;GNAO1;RALYL;DLG1;NECAP1;PPP2R2C;RAB15;PPP1R1B;SPATS2L
PC-12 cell	2/29	0.018405608793970886	0.11435243720860103	0	0	10.34376630151278	41.32437904505058	SYN1;SYT7
Filament	4/140	0.018606498257670676	0.11435243720860103	0	0	4.142857142857143	16.506155332427884	MAP2;ENO2;ACTR3B;INA
Connective tissue	84/9893	0.01991882884482637	0.11991947978007714	0	0	1.4339688041594454	5.615550638295047	DPP10;CHRM3;GABRB1;GDI1;CRTC1;KCNC2;CTNND2;DIRAS1;WIPF3;ABAT;SLC35F1;ENO2;CNDP2;RIMS2;NUDCD3;LRRTM1;FAM19A2;FAM19A1;SH3BGRL2;BSN;YWHAG;ANKS1B;DLGAP4;ANKRD6;SLC6A17;LMO4;PDE4D;DUSP8;RUNDC3A;DNM1;SYN1;MAPK8IP1;DKK3;ANO3;CACNB1;KIAA1217;CACNB2;SLC9A6;MAP7D1;HECW1;EEF1A2;MAPRE3;VSTM2A;ABCG4;INA;TSPYL4;PCDH10;DCTN1;STXBP1;NDRG2;ACTR3B;EPB49;PHYHIP;MLLT6;KIAA0513;KLC2;NEURL;ZNRF3;SV2B;CASKIN1;KIAA1324;ASPDH;ANKRD34A;CADM3;IQSEC2;RHBDD2;KCNB1;AGK;HOOK3;HTR5A;SMARCA2;CORO2B;TUBB4A;SNAP91;SYT7;GNAO1;FER;DLG1;NECAP1;PPP2R2C;RAB15;PPP1R1B;RLTPR;EBAG9
Epididymis	101/12472	0.030892856630928157	0.18226785412247615	0	0	1.4211499888148014	4.941665800241238	CHRM3;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;PIP4K2C;BSN;ANKS1B;C11ORF87;RBFOX1;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;RTN1;NDRG3;PCDH10;NDRG2;ACTR3B;EPB49;KLC2;MAP2;VPS8;ANKRD34A;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;GNAO1;FER;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;GABRB1;GDI1;KCNC2;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;DCTN1;MLLT6;KIAA0513;ZNRF3;SV2B;KIAA1324;SLIT1;ASPDH;CTNNA2;CA11;AGK;HTR5A;TUBB4A;GRIN1;PPP2R2C;RAB15;EBAG9
Peripheral blood	3/96	0.03213845522495025	0.18414073717575657	0	0	4.521390986044383	15.543194762117535	TSPAN7;ACTR3B;VAMP2
Yolk sac cancer cell	1/5	0.03548861536845943	0.18414073717575657	0	0	34.70629370629371	115.86846528512848	CTNNA2
b95.8	1/5	0.03548861536845943	0.18414073717575657	0	0	34.70629370629371	115.86846528512848	EPB49
Perineurium	1/5	0.03548861536845943	0.18414073717575657	0	0	34.70629370629371	115.86846528512848	ENO2
Aril	1/5	0.03548861536845943	0.18414073717575657	0	0	34.70629370629371	115.86846528512848	ABAT
Carcinoid cell	1/5	0.03548861536845943	0.18414073717575657	0	0	34.70629370629371	115.86846528512848	ENO2
Oviduct	99/12240	0.0361860530731737	0.18414073717575657	0	0	1.3979902808664855	4.6400436904394935	CHRM3;CRTC1;CTNND2;WIPF3;ABAT;FAIM2;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;BSN;ANKS1B;C11ORF87;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;SLC9A6;HECW1;EEF1A2;ABCG4;TSPYL4;RTN1;NDRG3;PCDH10;STXBP1;CEND1;NDRG2;ACTR3B;KLC2;MAP2;VPS8;ANKRD34A;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;RALYL;DLG1;PPP1R1B;SPATS2L;FXYD7;RLTPR;CNIH2;DPP10;GABRB1;GDI1;KCNC2;DIRAS1;GRM5;NUDCD3;LRRTM1;SH3BGRL2;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;DCTN1;PHYHIP;MLLT6;KIAA0513;ZNRF3;SV2B;ASPDH;CTNNA2;CA11;KCNB1;AGK;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;EBAG9
Olfactory bulb	40/4257	0.03830543149448782	0.18414073717575657	0	0	1.4263694569599241	4.653050491798012	GPM6A;NDRG3;RABGAP1;GDI1;PCDH10;FAM57B;DCTN1;STXBP1;ABAT;FAIM2;NDRG2;EPB49;PHYHIP;CNDP2;CAMK2N2;SLIT1;PIP4K2C;SULT4A1;CADM3;TSPYL1;SLC6A17;IQSEC2;LMO4;KCNAB2;CORO2B;TUBB4A;DNM1;SYN1;MAPK8IP1;DKK3;MPPED1;PPP2R2C;LYRM5;MAP7D1;PPP1R1B;SPATS2L;RLTPR;EBAG9;TSPYL4;VAMP2
Pelvis	2/43	0.038354176246319566	0.18414073717575657	0	0	6.806939196152525	22.19669260868441	ENO2;MAPK8IP1
Fiber	5/263	0.041833078170630235	0.18414073717575657	0	0	2.732418716189839	8.672882559926718	MAP2;GAD1;PPP1R1B;ENO2;SYN1
Criduchat	1/6	0.042434814389666786	0.18414073717575657	0	0	27.763636363636362	87.72715392092086	CTNND2
Aortic smooth muscle	1/6	0.042434814389666786	0.18414073717575657	0	0	27.763636363636362	87.72715392092086	KCNMA1
r2c	1/6	0.042434814389666786	0.18414073717575657	0	0	27.763636363636362	87.72715392092086	GRIN1
sw13	1/6	0.042434814389666786	0.18414073717575657	0	0	27.763636363636362	87.72715392092086	PHYHIP
Retinal cone	1/6	0.042434814389666786	0.18414073717575657	0	0	27.763636363636362	87.72715392092086	PHYHIP
Inner plexiform layer	1/6	0.042434814389666786	0.18414073717575657	0	0	27.763636363636362	87.72715392092086	BSN
LS-180 cell	1/6	0.042434814389666786	0.18414073717575657	0	0	27.763636363636362	87.72715392092086	MAPRE3
Scolopidium	2/46	0.043354247348658594	0.18414073717575657	0	0	6.341869398207426	19.903009646845117	GNAO1;BSN
Neuroblast	2/48	0.04681489187171805	0.18414073717575657	0	0	6.065523576240049	18.569927507693286	MAP2;ENO2
Colonic neoplasm cell	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	CTNNA2
Cystocyte	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	MAPRE3
alphaT3-1 cell	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	PLCB1
chse214	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	AGK
PC-14 cell	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	ACTR3B
Pulmonary artery	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	KCNMA1
Reticulocyte	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	EPB49
Adenoid	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	CRTC1
Pupal wing	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	GNAO1
Ltk	1/7	0.04933133513066033	0.18414073717575657	0	0	23.135198135198134	69.6183410331835	HOOK3
Interstitial cell of Cajal	4/194	0.0518369978528073	0.18414073717575657	0	0	2.957293233082707	8.75255628980538	GDI1;ENO2;INA;YWHAG
Lung	127/16585	0.05280952059509309	0.18414073717575657	0	0	1.5424145596991987	4.536339611044968	CHRM3;RAB3A;CRTC1;CTNND2;WIPF3;ABAT;KNDC1;ENO2;CNDP2;SCAMP5;RIMS2;FAM19A2;FAM19A1;PIP4K2C;BSN;ANKS1B;RBFOX1;SLC15A2;TSPYL1;SLC6A17;LMO4;RUNDC3A;RNF41;MAPK8IP1;DKK3;CACNB1;KIAA1217;CACNB2;OLFM1;SLC9A6;MAP7D1;HECW1;EEF1A2;ABCG4;TSPYL4;GPM6A;RTN1;NDRG3;PCDH10;STXBP1;CEND1;CPLX2;NDRG2;ACTR3B;EPB49;CPLX1;KLC2;NEURL;MAP2;VPS8;CASKIN1;TSPAN7;PLXNA4;CADM3;CADM4;IQSEC2;RHBDD2;HOOK3;SMARCA2;CORO2B;SNAP91;SYT7;GNAO1;FER;LRFN5;RALYL;DLG1;PPP1R1B;SPATS2L;RLTPR;CNIH2;DPP10;GABRB1;GDI1;FAM57B;DIRAS1;SLC35F1;GRM5;NUDCD3;LRRTM1;SH3BGRL2;SULT4A1;YWHAG;DLGAP4;ANKRD6;ZNF365;PDE4D;KCNAB2;DUSP8;DNM1;SYN1;ANO3;MPPED1;KCNMA1;MAPRE3;PLCB1;VSTM2A;INA;VAMP2;RABGAP1;DCTN1;PHYHIP;MLLT6;KIAA0513;ABLIM2;ZNRF3;SV2B;CAMK2N2;KIAA1324;SLIT1;ASPDH;CTNNA2;SNCB;CA11;KCNB1;AGK;GAD1;HTR5A;TUBB4A;GRIN1;NECAP1;PPP2R2C;RAB15;LYRM5;EBAG9;HCN1;CDK5R1
